Point_name,X_Coord,Y_Coord,Survey_date,Trap_type,Survey_no,ID,Surveyor_initials,Foliage_type,Foliage_length,Foliage_width,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
